,Answer,Link,Title
176,"It is strange how much beauty varies for different people. I find the list comprehension much clearer thanfilter+lambda, but use whichever you find easier. However, do stop giving your variables names already used for built-ins, that's confusing. [The question originally usedlistas a variable name but was been updated in response to this answer.]",/questions/3013449/list-comprehension-vs-lambda-filter,list comprehension vs. lambda + filter
177,Create font properties,/questions/4700614/how-to-put-the-legend-out-of-the-plot,How to put the legend out of the plot
178,null=TruesetsNULL(versusNOT NULL) on the column in your DB. Blank values for Django field types such asDateTimeFieldorForeignKeywill be stored asNULLin the DB.,/questions/8609192/differentiate-null-true-blank-true-in-django,"differentiate null=True, blank=True in django"
179,The simplest way in Python:,/questions/1557571/how-do-i-get-time-of-a-python-programs-execution,How do I get time of a Python program's execution?
180,This is detailed with a reasonable amount of detail by Guido himself in his blog postMethod Resolution Order(including two earlier attempts).,/questions/3277367/how-does-pythons-super-work-with-multiple-inheritance,How does Python's super() work with multiple inheritance?
181,I just used the following which was quite simple. First open a console then cd to where you've downloaded your file like some-package.whl and use,/questions/27885397/how-do-i-install-a-python-package-with-a-whl-file,How do I install a Python package with a .whl file?
182,To check the existence of a local variable:,/questions/843277/how-do-i-check-if-a-variable-exists,How do I check if a variable exists?
183,"You can use**kwargsto let your functions take an arbitrary number of keyword arguments (""kwargs"" means ""keyword arguments""):",/questions/1769403/what-is-the-purpose-and-use-of-kwargs,What is the purpose and use of **kwargs?
184,"You need to remove all files manually, and also undo any other stuff that installation did manually.",/questions/1550226/python-setup-py-uninstall,python setup.py uninstall
185,In Python 2 you can do:,/questions/134934/display-number-with-leading-zeros,Display number with leading zeros
186,"I would recommendMethod #2, but you're better off using ametaclassthan a base class. Here is a sample implementation:",/questions/6760685/creating-a-singleton-in-python,Creating a singleton in Python
187,Getting the name of the file without the extension :,/questions/678236/how-to-get-the-filename-without-the-extension-from-a-path-in-python,How to get the filename without the extension from a path in Python?
188,I used%matplotlib inlinein the first cell of the notebook and it works. I think you should try:,/questions/19410042/how-to-make-ipython-notebook-matplotlib-plot-inline,How to make IPython notebook matplotlib plot inline
189,"setup.pyis a python file, which usually tells you that the module/package you are about to install has been packaged and distributed with Distutils, which is the standard for distributing Python Modules.",/questions/1471994/what-is-setup-py,What is setup.py?
190,The answer to this question depends on the version of Python you're using. The simplest approach is to use thesubprocess.check_outputfunction:,/questions/4760215/running-shell-command-and-capturing-the-output,Running shell command and capturing the output
191,Python docstrings can be written following several formats as the other posts showed. However the default Sphinx docstring format was not mentioned and is based onreStructuredText (reST). You can get some information about the main formats inthat tuto.,/questions/3898572/what-is-the-standard-python-docstring-format,What is the standard Python docstring format? [closed]
192,You can reload a module when it has already been imported by using thereloadbuiltin function:,/questions/437589/how-do-i-unload-reload-a-python-module,How do I unload (reload) a Python module?
193,math.isnan(),/questions/944700/how-can-i-check-for-nan-values,How can I check for NaN values?
194,The column names (which are strings) cannot be sliced in the manner you tried.,/questions/11285613/selecting-multiple-columns-in-a-pandas-dataframe,Selecting multiple columns in a pandas dataframe
195,The same works for tuples:,/questions/518021/is-arr-len-the-preferred-way-to-get-the-length-of-an-array-in-python,Is arr.__len__() the preferred way to get the length of an array in Python?
196,Prefer properties. It's what they're there for.,/questions/6618002/using-property-versus-getters-and-setters,Using @property versus getters and setters
197,Usedatetimemodule:,/questions/3682748/converting-unix-timestamp-string-to-readable-date,Converting unix timestamp string to readable date
198,"++is not an operator. It is two+operators. The+operator is theidentityoperator, which does nothing. (Clarification: the+and-unary operators only work on numbers, but I presume that you wouldn't expect a hypothetical++operator to work on strings.)",/questions/1485841/behaviour-of-increment-and-decrement-operators-in-python,Behaviour of increment and decrement operators in Python
199,"pip, an alternative to setuptools/easy_install, provides an ""uninstall"" command.",/questions/1231688/how-do-i-remove-packages-installed-with-pythons-easy-install,How do I remove packages installed with Python's easy_install?
200,mkdir -pfunctionality as follows:,/questions/600268/mkdir-p-functionality-in-python,mkdir -p functionality in Python [duplicate]
201,You would wantandinstead of&&.,/questions/2485466/pythons-equivalent-of-logical-and-in-an-if-statement,Python's equivalent of && (logical-and) in an if-statement
202,Here you have some alternatives:http://www.peterbe.com/plog/uniqifiers-benchmark,/questions/480214/how-do-you-remove-duplicates-from-a-list-whilst-preserving-order,How do you remove duplicates from a list whilst preserving order?
203,You want to useos.path.expanduser. This will ensure it works on all platforms,/questions/4028904/how-to-get-the-home-directory-in-python,How to get the home directory in Python? [duplicate]
204,I thought the process of Python mastery went something like:,/questions/2573135/python-progression-path-from-apprentice-to-guru,Python progression path - From apprentice to guru
205,Yes. You're not using it as a package.,/questions/11536764/how-to-fix-attempted-relative-import-in-non-package-even-with-init-py,How to fix “Attempted relative import in non-package” even with __init__.py
206,NA,/questions/1267869/how-can-i-force-division-to-be-floating-point-division-keeps-rounding-down-to-0,How can I force division to be floating point? Division keeps rounding down to 0?
207,or,/questions/730764/how-to-properly-ignore-exceptions,How to properly ignore exceptions
208,zipstops when the shorter offooorbarstops.,/questions/1663807/how-to-iterate-through-two-lists-in-parallel,How to iterate through two lists in parallel?
